,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE
128338,019-178-026,STRATA,120605980090,12060598,CD-1 (322),Comprehensive Development,90,,LMS1866,541,909,989.0,NELSON ST,V6Z 2S1,LOT 90  PLAN LMS1866  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 460/2347,00 SHARE IN COM PROP THEREIN.,,,293000.0,149000.0,2018.0,257000.0,143000.0,1957.0,1985.0,,26
178946,008-589-551,LAND,606274100000,60627410,RS-1,One Family Dwelling,7,3,VAP2195,THSL,,2608.0,WILLIAM ST,V5K 2Y5,LOT 7  BLOCK 3  SECTION 22  PLAN VA,P2195  DISTRICT LOT THSL  NWD PART ,SE 1/4.,,,1260000.0,65800.0,2018.0,1235000.0,68800.0,1931.0,1975.0,,20
91978,006-780-598,LAND,300692490000,30069249,RS-1,One Family Dwelling,15,N,VAP11660,THSL,,3449.0,RUPERT ST,V5M 3V8,LOT 15  BLOCK N  SECTION 42  PLAN V,AP11660  DISTRICT LOT THSL  NEW WES,TMINSTER,,,1183000.0,109000.0,2018.0,1145000.0,113000.0,1973.0,1973.0,,22
81331,004-567-536,LAND,19635490000,1963549,RS-1,One Family Dwelling,5,3,VAP6583,140,,1683.0,DRUMMOND DR,V6T 1B7,LOT 5  BLOCK 3  PLAN VAP6583  DISTR,ICT LOT 140  NEW WESTMINSTER EXCEPT, PLAN EP LMP32327.,,,17218000.0,7120000.0,2018.0,16773000.0,6685000.0,1997.0,1998.0,,1
17153,006-364-918,STRATA,770252540005,77025254,C-2,Commercial,5,,VAS1239,393,206,2150.0,KINGSWAY,V5N 2T5,LOT 5  PLAN VAS1239  DISTRICT LOT 3,93  NEW WESTMINSTER UNDIV 3336/1000,00 SHARE IN COM PROP THEREIN.,,,185000.0,76000.0,2018.0,140000.0,79500.0,1983.0,1983.0,,23
35130,006-325-955,LAND,230790830000,23079083,RS-1,One Family Dwelling,A,2,21130,739,,6685.0,KNIGHT ST,V5P 2W1,LOT A  BLOCK 2  PLAN 21130  DISTRIC,T LOT 739  NEW WESTMINSTER,,,,1114000.0,190000.0,2018.0,1108000.0,195000.0,1987.0,1990.0,,17
56039,029-815-380,STRATA,170825960141,17082596,CD-1 (535),Comprehensive Development,141,,EPS3173,311,2009,8131.0,NUNAVUT LANE,V5X 0E2,LOT 141  PLAN EPS3173  DISTRICT LOT," 311  NWD GROUP 1, & DL 323, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,325000.0,163000.0,2018.0,265000.0,163000.0,,,,12
145855,003-556-425,STRATA,91761960005,9176196,C-2,Commercial,5,,VAS1638,526,203,2091.0,47TH AVE W,V6M 2M5,LOT 5  PLAN VAS1638  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 402/4579 ,SHARE IN COM PROP THEREIN.,,,237000.0,35000.0,2018.0,215000.0,36400.0,1986.0,1986.0,,5
166705,019-063-008,STRATA,120606920234,12060692,CD-1 (386),Comprehensive Development,234,,LMS1689,541,2209,1088.0,BURRARD ST,V6Z 2R9,LOT 234  PLAN LMS1689  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 311/216,465 SHARE IN COM PROP THEREIN.,,,76000.0,62300.0,2018.0,50400.0,65400.0,1994.0,1994.0,,26
27912,004-633-377,STRATA,124614500068,12461450,DD,Comprehensive Development,68,,VAS1681,541,905,1330.0,HORNBY ST,V6Z 1W5,LOT 68  PLAN VAS1681  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 379/4746,5 SHARE IN COM PROP THEREIN.,,,336000.0,108000.0,2018.0,224000.0,110000.0,1986.0,1986.0,,29
141565,023-115-432,STRATA,596253070017,59625307,RM-4,Multiple Family Dwelling,17,,LMS2034,264A,PH1,1915.0,GEORGIA ST E,V5L 2B7,LOT 17  PLAN LMS2034  DISTRICT LOT ,264A  NEW WESTMINSTER UNDIV 85/1280, FOR SHARE IN COM PROP THEREIN.,,,511000.0,207000.0,2018.0,421000.0,206000.0,1995.0,1995.0,,14
19287,026-675-277,STRATA,640163920012,64016392,FM-1,Multiple Family Dwelling,12,,BCS1868,526,,2233.0,ASH ST,V5Z 4J8,LOT 12  PLAN BCS1868  DISTRICT LOT ,526  NEW WESTMINSTER GROUP 1.,,,,626000.0,217000.0,2018.0,502000.0,219000.0,2006.0,2006.0,,7
87189,027-054-799,STRATA,597118030152,59711803,DD,Comprehensive Development,152,,BCS2321,185,2605,1189.0,MELVILLE ST,V6E 4T8,LOT 152  PLAN BCS2321  DISTRICT LOT, 185  NEW WESTMINSTER GROUP 1.,,,,578000.0,229000.0,2018.0,478000.0,229000.0,2007.0,2007.0,,26
53608,003-043-657,STRATA,790314080087,79031408,CD-1 (64),Comprehensive Development,87,,VAS20,339,,6714.0,ARLINGTON ST,V5S 3N9,LOT 87  PLAN VAS20  DISTRICT LOT 33,9  NEW WESTMINSTER UNDIV 10/1370 SH,ARE IN COM PROP THEREIN.,,,506000.0,37900.0,2018.0,486000.0,40900.0,1971.0,1971.0,,25
145538,010-947-949,LAND,592230980000,59223098,I-2,Light Industrial,23,B,VAP6220,182,,1486.0,PENDER ST E,V5L 1V8,"LOT 22 TO 24, BLOCK B, PLAN VAP6220",", SUBSIDY LOT 12, DISTRICT LOT 182,", NEW WESTMINSTER LAND DISTRICT.,,,5314000.0,19800.0,2018.0,4099000.0,19800.0,1973.0,1973.0,,14
61518,003-937-488,STRATA,632124530288,63212453,FCCDD,Comprehensive Development,288,,VAS1291,3610,603,1490.0,PENNYFARTHING DR,V6J 4Z3,LOT 288  PLAN VAS1291  DISTRICT LOT, 3610  NEW WESTMINSTER UNDIV 1329/1,18090 SHARE IN COM PROP THEREIN.,,,1024000.0,405000.0,2018.0,827000.0,406000.0,1986.0,1986.0,,7
3818,010-820-442,LAND,596190510000,59619051,HA-1A,Historic Area,20,17,VAP184,196,,249.0,GEORGIA ST E,V6A 1Z6,LOT 20  BLOCK 17  PLAN VAP184  DIST,RICT LOT 196  NWD GROUP 1.,,,,3049000.0,3221000.0,2018.0,2897000.0,3099000.0,1912.0,1965.0,,26
55666,028-729-374,STRATA,190691070079,19069107,CD-1 (495),Comprehensive Development,79,,BCS4295,302,501,3333.0,MAIN ST,V5V 3M8,LOT 79  PLAN BCS4295  DISTRICT LOT ,"302  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,771000.0,168000.0,2018.0,615000.0,168000.0,2011.0,2011.0,,15
135729,014-980-312,LAND,638073940000,63807394,RT-8,Two Family Dwelling,10,230A,VAP1058,526,,2506.0,3RD AVE W,V6K 1M1,LOT 10  BLOCK 230A  PLAN VAP1058  D,ISTRICT LOT 526  NEW WESTMINSTER,,,,3332000.0,88400.0,2018.0,3338000.0,92400.0,1940.0,1965.0,,2
65617,007-088-264,LAND,231790800000,23179080,RS-1,One Family Dwelling,E,,VAP18774,,,6678.0,LANARK ST,V5P 2Z3,LOT E  PLAN VAP18774  NEW WESTMINST,ER DISTRICT LOT 738 E HLF.,,,,1477000.0,146000.0,2018.0,1547000.0,152000.0,1983.0,1983.0,,17
42008,014-334-828,LAND,703300440000,70330044,RS-1,One Family Dwelling,9,1,VAP1769,THSL,,3348.0,25TH AVE E,V5R 1J8,LOT 9  BLOCK 1  SECTION 50  PLAN VA,P1769  DISTRICT LOT THSL  NWD OF NW," 1/4, EXC S 1.5 FT, NOW LANE.",,,1196000.0,81400.0,2018.0,1175000.0,84400.0,1948.0,1975.0,,22
79476,023-936-878,STRATA,157606020313,15760602,CD-1 (324),Comprehensive Development,313,,LMS2995,,607,1009.0,EXPO BLVD,V6Z 2V9,LOT 313  PLAN LMS2995  NWD DISTRICT," LOT FALSE CREEK, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,547000.0,306000.0,2018.0,432000.0,306000.0,1997.0,1997.0,,30
96152,027-312-224,STRATA,167604920024,16760492,CD-1 (422),Comprehensive Development,24,,BCS2646,FC,601,980.0,COOPERAGE WAY,V6B 0C3,LOT 24  PLAN BCS2646  DISTRICT LOT ,FC  NEW WESTMINSTER,,,,1045000.0,526000.0,2018.0,903000.0,301000.0,2007.0,2007.0,,30
187745,017-845-891,STRATA,742081880015,74208188,CD-1 (267),Comprehensive Development,15,,LMS450,526,404,2108.0,38TH AVE W,V6M 1R9,LOT 15  PLAN LMS450  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 1138/5920,6 SHARE IN COM PROP THEREIN.,,,518000.0,380000.0,2018.0,407000.0,385000.0,1992.0,1992.0,,5
83903,029-701-210,STRATA,638182500167,63818250,CD-1 (464),Comprehensive Development,167,,EPS2983,200A,610,38.0,1ST AVE W,V5Y 0K3,LOT 167  PLAN EPS2983  DISTRICT LOT," 200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,474000.0,209000.0,2018.0,402000.0,210000.0,,,,13
135618,016-561-121,STRATA,770313380023,77031338,CD-1 (245),Comprehensive Development,23,,VAS2760,36,D,3439.0,43RD AVE E,V5R 5X9,LOT 23  PLAN VAS2760  DISTRICT LOT ,"36  NWD & DL 49, UNDIV 1214/26176 S",HARE IN COM PROP THERIN TOGETHER WI,TH AN INTEREST IN THE COMMON PROPER,TY IN PROPORTION TO THE UNIT ENTITL,426000.0,206000.0,2018.0,399000.0,197000.0,1990.0,1990.0,,24
141183,029-650-691,STRATA,830170400277,83017040,CD-1 (523),Comprehensive Development,277,,EPS3032,311,2404,488.0,MARINE DR SW,V5X 0C6,LOT 277  PLAN EPS3032  DISTRICT LOT," 311  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,393000.0,160000.0,2018.0,292000.0,162000.0,,,,18
136519,009-950-061,LAND,598267950000,59826795,RS-7,One Family Dwelling,8,10,404 & 1771,264A,,775.0,NANAIMO ST,V5L 4S6,LOT 8  BLOCK 10  PLAN 404 & 1771  D,ISTRICT LOT 264A  NEW WESTMINSTER,,,,1066000.0,44200.0,2018.0,1040000.0,46200.0,1953.0,1965.0,,14
202274,015-124-827,LAND,642072910000,64207291,RT-8,Two Family Dwelling,8,11,VAP774,192,,2027.0,TRAFALGAR ST,V6K 3S5,LOT 8  BLOCK 11  PLAN VAP774  DISTR,ICT LOT 192  NEW WESTMINSTER,,,,3894000.0,7359000.0,2018.0,3993000.0,4702000.0,1914.0,1950.0,,2
56764,029-632-889,STRATA,590312090047,59031209,C-2C,Commercial,47,,EPS3020,THSL,516,388.0,KOOTENAY ST,V5K 0C5,LOT 47  PLAN EPS3020  DISTRICT LOT ,"THSL  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,281000.0,113000.0,2018.0,212000.0,114000.0,,,,20
133938,012-883-972,LAND,710042540000,71004254,RS-5,One Family Dwelling,14,84,VAP3452,2027,,3376.0,KING EDWARD AVE W,,LOT 14  BLOCK 84  PLAN VAP3452  DIS,TRICT LOT 2027  NWD,,,,2275000.0,1121000.0,2018.0,,,,,,3
100564,015-738-426,LAND,606109970000,60610997,C-5,Commercial,39,68,VAP92,185,,991.0,DENMAN ST,V6G 2M3,LOT 39  BLOCK 68  PLAN 92  DISTRICT, LOT 185  NEW WESTMINSTER PART E 1/,"2, LOT 40, BLOCK 68, PLAN 92, PART ","E 1/2, DISTRICT LOT 185, NEW WESTMI",NSTER LAND DISTRICT.,9187000.0,4879000.0,2018.0,7954000.0,4828000.0,1927.0,1990.0,,27
16886,016-167-295,STRATA,605117350034,60511735,RM-5B,Multiple Family Dwelling,34,,VAS2681,185,1003,1265.0,BARCLAY ST,V6E 1H5,LOT 34  PLAN VAS2681  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 06/297 S,HARE IN COM PROP THEREIN.,,,415000.0,185000.0,2018.0,348000.0,187000.0,1990.0,1990.0,,27
182507,005-060-966,LAND,712303460000,71230346,RS-1,One Family Dwelling,5,92,VAP3200,36,,3554.0,TANNER ST,V5R 5P5,LOT 5  BLOCK 92  PLAN VAP3200  DIST,"RICT LOT 36  NWD GROUP 1, AMENDED (","SEE 187140L), & DL 51.",,,1769000.0,299000.0,2018.0,1755000.0,306000.0,1987.0,1987.0,,23
139733,025-589-393,STRATA,670090650010,67009065,C-7,Commercial,10,,BCS242,526,110,2065.0,12TH AVE W,V6J 5L9,LOT 10  PLAN BCS242  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 73/3962 S,HARE IN COM PROP THEREIN.,,,507000.0,196000.0,2018.0,446000.0,198000.0,2002.0,2002.0,,2
42777,013-477-650,LAND,228750610000,22875061,RS-1,One Family Dwelling,18,1,VAP2899,714,,5845.0,CULLODEN ST,V5W 3S1,LOT 18  BLOCK 1  PLAN VAP2899  DIST,RICT LOT 714  NWD GROUP 1.,,,,1332000.0,154000.0,2018.0,1332000.0,159000.0,1976.0,1983.0,,19
174927,002-933-250,STRATA,648138080015,64813808,C-3A,Commercial,15,,VAS1600,526,,2420.0,BIRCH ST,V6H 3X9,LOT 15  PLAN VAS1600  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 989/1438,1 SHARE IN COM PROP THEREIN.,,,863000.0,137000.0,2018.0,702000.0,142000.0,1986.0,1986.0,,7
109777,017-439-663,STRATA,716317740051,71631774,CD-1 (241),Comprehensive Development,51,,LMS109,,408,3680.0,RAE AVE,V5R 2P5,LOT 51  PLAN LMS109  NEW WESTMINSTE,"R DISTRICT LOT 36 & 51, UNDIV 73/40",73 SHARE IN COM PROP THEREIN.,,,259000.0,143000.0,2018.0,194000.0,147000.0,1991.0,1991.0,,23
87038,027-244-555,STRATA,603186050087,60318605,CD-1 (432),Comprehensive Development,87,,BCS2563,2037,804,125.0,MILROSS AVE,V6A 0A1,LOT 87  PLAN BCS2563  DISTRICT LOT ,2037  NEW WESTMINSTER GROUP 1.,,,,776000.0,328000.0,2018.0,596000.0,329000.0,2007.0,2007.0,,30
14406,010-600-281,LAND,633302480000,63330248,RS-1,One Family Dwelling,8,94,VAP7494,THSL,,3456.0,3RD AVE E,V5M 1J8,LOT 8  BLOCK 94  SECTION 29  PLAN V,AP7494  DISTRICT LOT THSL  NWD,,,,1505000.0,284000.0,2018.0,1492000.0,292000.0,1990.0,1990.0,,21
29936,011-251-514,LAND,691194320000,69119432,RS-1,One Family Dwelling,B,74,VAP5112,301,,332.0,17TH AVE E,V5V 1A8,LOT B  BLOCK 74  PLAN VAP5112  DIST,RICT LOT 301  NEW WESTMINSTER SUBSI,DY LOT 3 TO 5.,,,1604000.0,36400.0,2018.0,1604000.0,46700.0,1910.0,1910.0,,15
202974,013-991-078,LAND,708228030000,70822803,RM-1,Multiple Family Dwelling,24,12,VAP2184,301,,3990.0,CLARK DR,V5V 5B4,LOT 24  BLOCK 12  PLAN VAP2184  DIS,TRICT LOT 301  NEW WESTMINSTER,,,,1645000.0,154000.0,2018.0,1495000.0,159000.0,1982.0,1982.0,,15
49656,024-561-509,STRATA,612236230018,61223623,RM-4,Multiple Family Dwelling,18,,LMS3948,264A,404,1617.0,GRANT ST,V5L 2Y4,LOT 18  PLAN LMS3948  DISTRICT LOT ,264A  NEW WESTMINSTER UNDIV 697/122,62 SHARE IN COM PROP THEREIN.,,,527000.0,166000.0,2018.0,373000.0,168000.0,1999.0,1999.0,,14
175470,014-259-567,LAND,211765440000,21176544,RS-1,One Family Dwelling,8,2,VAP1900,662,,6384.0,CHESTER ST,V5W 3C3,LOT 8  BLOCK 2  PLAN VAP1900  DISTR,ICT LOT 662  NEW WESTMINSTER,,,,1430000.0,61100.0,2018.0,1460000.0,56800.0,1910.0,1961.0,,16
182476,013-205-242,LAND,302750410000,30275041,RS-1,One Family Dwelling,64,15,VAP3081,50,,5741.0,KERR ST,V5R 4B8,LOT 64  BLOCK 15  PLAN VAP3081  DIS,TRICT LOT 50  NWD GROUP 1.,,,,1496000.0,52000.0,2018.0,1489000.0,54400.0,1965.0,1965.0,,24
36349,005-704-120,STRATA,825309240001,82530924,CD-1 (117),Comprehensive Development,1,,VAS736,331,,8103.0,LAVAL PL,V5S 4B1,LOT 1  PLAN VAS736  DISTRICT LOT 33,"1  NWD GROUP 1, & DL 335, TOGETHER ",WITH AN INTEREST IN THE COMMON PROP,ERTY IN PROPORTION TO THE UNIT ENTI,TLEMENT OF THE STRATA LOT AS SHOWN ,610000.0,175000.0,2018.0,562000.0,185000.0,1980.0,1981.0,,25
24004,013-423-967,LAND,830185730000,83018573,RS-1,One Family Dwelling,66,1,VAP2761,322,,159.0,MARINE DR SE,V5X 2S2,LOT 66  BLOCK 1  PLAN VAP2761  DIST,"RICT LOT 322  NWD GROUP 1, EXC PT I","N EXPL PL VAP6716, & BLK 2.",,,1216000.0,729000.0,2018.0,1106000.0,715000.0,2012.0,2012.0,,17
192750,027-178-501,STRATA,126616030115,12661603,CD-1 (423),Comprehensive Development,115,,BCS2495,541,2203,1455.0,HOWE ST,V6Z 1C2,LOT 115  PLAN BCS2495  DISTRICT LOT, 541  NEW WESTMINSTER GROUP 1.,,,,1576000.0,249000.0,2018.0,1347000.0,251000.0,2007.0,2007.0,,30
51738,023-863-706,STRATA,614126940087,61412694,DD,Comprehensive Development,87,,LMS2913,541,802,718.0,DRAKE ST,V6Z 2W6,LOT 87  PLAN LMS2913  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 278/4514,4 SHARE IN COM PROP THEREIN.,,,204000.0,54300.0,2018.0,181000.0,55000.0,1997.0,1997.0,,29
173782,029-308-895,STRATA,199750150003,19975015,CD-1 (538),Comprehensive Development,3,,EPS1798,642,,5759.0,ST. GEORGE ST,V5W 2Y4,LOT 3  PLAN EPS1798  DISTRICT LOT 6,"42  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,989000.0,301000.0,2018.0,913000.0,302000.0,2014.0,2014.0,,16
90844,013-005-120,LAND,742054400000,74205440,RS-5,One Family Dwelling,29,26,VAP2239,2027,,3126.0,38TH AVE W,V6N 2X3,LOT 29  BLOCK 26  PLAN VAP2239  DIS,TRICT LOT 2027  NWD GROUP 1.,,,,3447000.0,436000.0,2018.0,3786000.0,438000.0,2001.0,2002.0,,5
90916,003-351-793,STRATA,165633340068,16563334,FCCDD,Comprehensive Development,68,,VAS1632,FC,510,518.0,MOBERLY RD,V5Z 4G3,LOT 68  PLAN VAS1632  DISTRICT LOT ,FC  NEW WESTMINSTER UNDIV 121/18285, SHARE IN COM PROP THEREIN.,,,729000.0,409000.0,2018.0,548000.0,425000.0,1986.0,1986.0,,7
57022,025-089-277,STRATA,120606020013,12060602,CD-1 (386),Comprehensive Development,13,,LMS4456,541,3306,938.0,NELSON ST,V6Z 3A7,LOT 13  PLAN LMS4456  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 76.0/962,9 SHARE IN COMM PROP THEREIN.,,,731000.0,266000.0,2018.0,571000.0,269000.0,2002.0,2002.0,,26
158750,019-181-302,STRATA,156602080099,15660208,DD,Comprehensive Development,99,,LMS1863,541,807,838.0,HAMILTON ST,V6B 6A2,LOT 99  PLAN LMS1863  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 426/1274,84 SHARE IN COM PROP THEREIN.,,,78700.0,118000.0,2018.0,33900.0,119000.0,1995.0,1995.0,,29
55525,006-344-798,STRATA,120614040083,12061404,DD,Comprehensive Development,83,,VAS1182,541,510,1330.0,BURRARD ST,V6Z 2B8,LOT 83  PLAN VAS1182  DISTRICT LOT ,541  NEW WESTMINSTER UNDIV 5430/100,0000 SHARE IN COM PROP THEREIN.,,,324000.0,93600.0,2018.0,250000.0,94000.0,1976.0,1976.0,,29
130671,006-540-171,STRATA,683149450017,68314945,RM-3,Multiple Family Dwelling,17,,VAS1373,526,305,1055.0,13TH AVE W,V6H 1N1,LOT 17  PLAN VAS1373  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 670/1315,1 SHARE IN COM PROP THEREIN.,,,427000.0,72700.0,2018.0,326000.0,76100.0,1983.0,1983.0,,7
159238,028-249-933,STRATA,179634200076,17963420,CD-1 (454),Comprehensive Development,76,,BCS3863,FC,604,1616.0,COLUMBIA ST,V5Y 0B7,LOT 76  PLAN BCS3863  DISTRICT LOT ,FC  NWD TOGETHER WITH AN INTEREST I,N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,"ATA LOT AS SHOWN ON FORM 1 OR V, AS",1882000.0,423000.0,2018.0,1518000.0,423000.0,2009.0,2009.0,,13
145825,010-166-351,LAND,646069960000,64606996,RT-7,Two Family Dwelling,16,2,VAP4637,192,,2806.0,7TH AVE W,V6K 3Y7,LOT 16  BLOCK 2  PLAN VAP4637  DIST,"RICT LOT 192  NWD OF LOT 2, & BLK 4", OF BLK 32.,,,,,,,,2012.0,2012.0,,2
80800,026-889-641,STRATA,670024230011,67002423,C-2,Commercial,11,,BCS2116,540,301,4479.0,10TH AVE W,V6R 2H8,LOT 11  PLAN BCS2116  DISTRICT LOT ,540  NEW WESTMINSTER GROUP 1.,,,,765000.0,348000.0,2018.0,607000.0,351000.0,2006.0,2006.0,,1
185100,028-059-662,STRATA,589157560136,58915756,CD-1 (450),Comprehensive Development,136,,BCS3625,OGT,2701,108.0,CORDOVA ST W,V6B 0G5,LOT 136  PLAN BCS3625  DISTRICT LOT, OGT  NWD TOGETHER WITH AN INTEREST, IN THE COMMON PROPERTY IN PROPORTI,ON TO THE UNIT ENTITLEMENT OF THE S,TRATA LOT AS SHOWN ON FORM V.,688000.0,182000.0,2018.0,573000.0,182000.0,2009.0,2009.0,,26
196837,027-557-049,STRATA,697243850014,69724385,MC-1,Industrial,14,,BCS2959,195,130,1863.0,STAINSBURY AVE,V5N 2M6,LOT 14  PLAN BCS2959  DISTRICT LOT ,"195  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,773000.0,236000.0,2018.0,628000.0,236000.0,2008.0,2008.0,,15
17169,004-899-857,LAND,741144620000,74114462,RS-5,One Family Dwelling,5,933,VAP5886,526,,1228.0,38TH AVE W,V6M 1R1,LOT 5  BLOCK 933  PLAN VAP5886  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,4348000.0,2410000.0,2018.0,4530000.0,2390000.0,2012.0,2012.0,,8
143599,014-571-820,LAND,702277540000,70227754,RS-1,One Family Dwelling,16,3,VAP1535,THSL,,2878.0,24TH AVE E,V5R 1E6,LOT 16  BLOCK 3  PLAN VAP1535  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 47 N E QTR.,,,1329000.0,261000.0,2018.0,1319000.0,266000.0,1994.0,1994.0,,22
104935,002-898-551,LAND,280703020000,28070302,RS-1,One Family Dwelling,1,1,20034,THSL,,3002.0,25TH AVE E,V5R 1J4,LOT 1  BLOCK 1  PLAN 20034  DISTRIC,T LOT THSL  NEW WESTMINSTER SECTION, 48 N E QTR.,,,1123000.0,124000.0,2018.0,1133000.0,128000.0,1984.0,1984.0,,22
134788,007-980-167,LAND,148813220000,14881322,RS-1,One Family Dwelling,34,6,VAP3148,526,,7556.0,OSLER ST,V6P 4C7,LOT 34  BLOCK 6  PLAN VAP3148  DIST,RICT LOT 526  NEW WESTMINSTER OF BL,OCK 1001.,,,2091000.0,665000.0,2018.0,2145000.0,660000.0,2011.0,2011.0,,12
41646,023-936-762,STRATA,157606020302,15760602,CD-1 (324),Comprehensive Development,302,,LMS2995,,503,1009.0,EXPO BLVD,V6Z 2V9,LOT 302  PLAN LMS2995  NWD DISTRICT," LOT FALSE CREEK, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,703000.0,349000.0,2018.0,565000.0,350000.0,1997.0,1997.0,,30
135236,002-463-521,LAND,691163690000,69116369,RS-7,One Family Dwelling,20,499,626,472,,639.0,17TH AVE W,V5Z 1T7,LOT 20  BLOCK 499  PLAN 626  DISTRI,CT LOT 472  NEW WESTMINSTER,,,,2400000.0,182000.0,2018.0,2365000.0,173000.0,1985.0,1995.0,,9
160452,023-119-241,STRATA,640194940101,64019494,IC-3,Light Industrial,101,,LMS2039,200A,421,350.0,2ND AVE E,V5T 4R8,LOT 101  PLAN LMS2039  DISTRICT LOT, 200A  NEW WESTMINSTER UNDIV 724/98,021 SHARE IN COM PROP THEREIN.,,,365000.0,135000.0,2018.0,370000.0,139000.0,1995.0,1995.0,,13
76629,009-570-748,LAND,633277520000,63327752,RS-1,One Family Dwelling,G,46,VAP10219,THSL,,2862.0,3RD AVE E,V5M 1H6,LOT G  BLOCK 46  SECTION 32  PLAN V,AP10219  DISTRICT LOT THSL  NWD,,,,1632000.0,37400.0,2018.0,1670000.0,38500.0,1959.0,1959.0,,21
135622,015-223-027,LAND,643090260000,64309026,RM-4,Multiple Family Dwelling,3,285,VAP590,526,,2078.0,6TH AVE W,V6J 1R9,LOT 3  BLOCK 285  PLAN VAP590  DIST,RICT LOT 526  NEW WESTMINSTER,,,,3512000.0,95900.0,2018.0,3140000.0,100000.0,1908.0,1937.0,,2
147274,029-649-846,STRATA,830170400192,83017040,CD-1 (523),Comprehensive Development,192,,EPS3032,311,1907,489.0,INTERURBAN WAY,V5X 0C7,LOT 192  PLAN EPS3032  DISTRICT LOT," 311  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,489000.0,207000.0,2018.0,361000.0,209000.0,,,,18
1263,008-887-284,LAND,236711110000,23671111,RT-10,Two Family Dwelling,8,5,VAP12422,352,,4221.0,FLEMING ST,V5N 3W4,LOT 8  BLOCK 5  PLAN VAP12422  DIST,RICT LOT 352  NWD GROUP 1.,,,,1653000.0,68900.0,2018.0,1670000.0,72300.0,1968.0,1968.0,,19
182860,023-756-209,STRATA,161612980176,16161298,CD-1 (297),Comprehensive Development,176,,LMS2781,F C,1502,1228.0,MARINASIDE CRES,V6Z 2W4,LOT 176  PLAN LMS2781  DISTRICT LOT, F C  NEW WESTMINSTER UNDIV 57/1125,0 SHARE IN COM PROP THEREIN.,,,1594000.0,440000.0,2018.0,1351000.0,441000.0,1997.0,1997.0,,30
